accident_id,duration_minutes,vehicles_involved,full_datetime,year,month,hour,day_of_week,is_night,is_weekend,city,road_type,severity,weather
ACC-003027,32.6,4,2025-12-11 15:00:00,2025,12,15,Thursday,0,0,Hanoi,Intersection,Moderate,Clear
ACC-003028,28.2,1,2023-12-07 23:00:00,2023,12,23,Thursday,1,0,Hanoi,Intersection,Minor,Clear
ACC-003029,15.4,1,2023-07-10 09:00:00,2023,7,9,Monday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-012129,19.4,1,2023-07-10 09:00:00,2023,7,9,Monday,0,0,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-003030,20.5,2,2023-03-24 23:00:00,2023,3,23,Friday,1,0,Hanoi,Bridge,Minor,Rain
ACC-008131,11.0,3,2023-03-24 23:00:00,2023,3,23,Friday,1,0,Nha Trang,Bridge,Minor,Clear
ACC-011738,34.4,3,2023-03-24 23:00:00,2023,3,23,Friday,1,0,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-014688,18.7,2,2023-03-24 23:00:00,2023,3,23,Friday,1,0,Ho Chi Minh City,Highway,Minor,Rain
ACC-021077,14.8,1,2023-03-24 23:00:00,2023,3,23,Friday,1,0,Can Tho,Highway,Minor,Clear
ACC-003031,26.9,3,2023-03-18 01:00:00,2023,3,1,Saturday,1,1,Can Tho,Residential,Minor,Clear
ACC-003032,36.7,3,2024-02-13 03:00:00,2024,2,3,Tuesday,1,0,Can Tho,Residential,Minor,Clear
ACC-003033,108.6,4,2023-10-06 03:00:00,2023,10,3,Friday,1,0,Ho Chi Minh City,Urban Street,Fatal,Rain
ACC-023479,20.0,1,2023-10-06 03:00:00,2023,10,3,Friday,1,0,Hai Phong,Highway,Minor,Clear
ACC-003034,28.9,4,2023-06-14 17:00:00,2023,6,17,Wednesday,0,0,Hai Phong,Urban Street,Minor,Clear
ACC-003830,21.5,1,2023-06-14 17:00:00,2023,6,17,Wednesday,0,0,Can Tho,Urban Street,Minor,Fog
ACC-022853,180.5,1,2023-06-14 17:00:00,2023,6,17,Wednesday,0,0,Ho Chi Minh City,Highway,Fatal,Storm
ACC-003035,23.8,4,2025-10-08 21:00:00,2025,10,21,Wednesday,0,0,Ho Chi Minh City,Bridge,Moderate,Clear
ACC-003036,27.1,3,2025-03-20 23:00:00,2025,3,23,Thursday,1,0,Hanoi,Bridge,Minor,Clear
ACC-003037,15.3,4,2024-05-12 10:00:00,2024,5,10,Sunday,0,1,Nha Trang,Highway,Minor,Clear
ACC-003335,48.4,3,2024-05-12 10:00:00,2024,5,10,Sunday,0,1,Hanoi,Bridge,Moderate,Rain
ACC-024287,132.8,2,2024-05-12 10:00:00,2024,5,10,Sunday,0,1,Hai Phong,Bridge,Severe,Clear
ACC-003038,127.1,1,2023-03-10 20:00:00,2023,3,20,Friday,0,0,Nha Trang,Urban Street,Severe,Clear
ACC-003039,107.3,1,2025-07-03 21:00:00,2025,7,21,Thursday,0,0,Da Nang,Residential,Severe,Rain
ACC-003040,23.2,1,2025-10-07 20:00:00,2025,10,20,Tuesday,0,0,Hanoi,Residential,Minor,Clear
ACC-018719,18.7,1,2025-10-07 20:00:00,2025,10,20,Tuesday,0,0,Ho Chi Minh City,Bridge,Moderate,Clear
ACC-018958,15.8,3,2025-10-07 20:00:00,2025,10,20,Tuesday,0,0,Nha Trang,Intersection,Minor,Clear
ACC-003041,35.3,4,2024-09-02 02:00:00,2024,9,2,Monday,1,0,Hanoi,Urban Street,Moderate,Clear
ACC-008506,41.6,1,2024-09-02 02:00:00,2024,9,2,Monday,1,0,Hanoi,Urban Street,Moderate,Clear
ACC-015107,14.8,4,2024-09-02 02:00:00,2024,9,2,Monday,1,0,Da Nang,Intersection,Minor,Clear
ACC-003042,52.5,4,2023-05-14 08:00:00,2023,5,8,Sunday,0,1,Hanoi,Highway,Moderate,Rain
ACC-011118,13.7,4,2023-05-14 08:00:00,2023,5,8,Sunday,0,1,Hanoi,Residential,Minor,Fog
ACC-003044,87.0,2,2023-11-06 22:00:00,2023,11,22,Monday,1,0,Hai Phong,Highway,Severe,Rain
ACC-012199,209.2,2,2023-11-06 22:00:00,2023,11,22,Monday,1,0,Hanoi,Intersection,Fatal,Clear
ACC-003045,18.3,2,2023-08-25 02:00:00,2023,8,2,Friday,1,0,Hanoi,Bridge,Minor,Clear
ACC-003962,19.5,1,2023-08-25 02:00:00,2023,8,2,Friday,1,0,Hanoi,Urban Street,Minor,Clear
ACC-003046,17.4,4,2024-09-26 22:00:00,2024,9,22,Thursday,1,0,Hanoi,Bridge,Minor,Rain
ACC-010708,23.8,1,2024-09-26 22:00:00,2024,9,22,Thursday,1,0,Hai Phong,Urban Street,Minor,Rain
ACC-003047,34.1,1,2024-09-15 08:00:00,2024,9,8,Sunday,0,1,Hanoi,Residential,Moderate,Clear
ACC-003048,18.1,4,2024-08-05 19:00:00,2024,8,19,Monday,0,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-015514,24.9,3,2024-08-05 19:00:00,2024,8,19,Monday,0,0,Nha Trang,Urban Street,Minor,Clear
ACC-015658,9.2,4,2024-08-05 19:00:00,2024,8,19,Monday,0,0,Hanoi,Highway,Minor,Clear
ACC-017659,14.4,2,2024-08-05 19:00:00,2024,8,19,Monday,0,0,Hanoi,Bridge,Minor,Clear
ACC-003049,17.4,2,2024-05-05 01:00:00,2024,5,1,Sunday,1,1,Hai Phong,Residential,Minor,Clear
ACC-003050,8.9,2,2024-04-12 06:00:00,2024,4,6,Friday,0,0,Hanoi,Urban Street,Minor,Clear
ACC-003122,110.4,1,2024-04-12 06:00:00,2024,4,6,Friday,0,0,Da Nang,Intersection,Fatal,Clear
ACC-021956,32.0,4,2024-04-12 06:00:00,2024,4,6,Friday,0,0,Ho Chi Minh City,Residential,Moderate,Rain
ACC-003051,60.1,2,2024-04-02 17:00:00,2024,4,17,Tuesday,0,0,Ho Chi Minh City,Intersection,Moderate,Clear
ACC-006660,50.8,1,2024-04-02 17:00:00,2024,4,17,Tuesday,0,0,Ho Chi Minh City,Intersection,Moderate,Rain
ACC-025918,20.2,2,2024-04-02 17:00:00,2024,4,17,Tuesday,0,0,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-003052,24.2,4,2024-09-17 00:00:00,2024,9,0,Tuesday,1,0,Ho Chi Minh City,Intersection,Minor,Rain
ACC-012094,68.2,2,2024-09-17 00:00:00,2024,9,0,Tuesday,1,0,Can Tho,Residential,Moderate,Clear
ACC-017151,59.8,4,2024-09-17 00:00:00,2024,9,0,Tuesday,1,0,Ho Chi Minh City,Highway,Severe,Rain
ACC-020504,32.7,3,2024-09-17 00:00:00,2024,9,0,Tuesday,1,0,Can Tho,Intersection,Minor,Rain
ACC-003053,37.1,2,2023-08-24 19:00:00,2023,8,19,Thursday,0,0,Hanoi,Highway,Moderate,Clear
ACC-003994,26.9,2,2023-08-24 19:00:00,2023,8,19,Thursday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-005532,32.3,4,2023-08-24 19:00:00,2023,8,19,Thursday,0,0,Nha Trang,Intersection,Minor,Rain
ACC-003055,48.2,2,2024-11-14 13:00:00,2024,11,13,Thursday,0,0,Ho Chi Minh City,Bridge,Moderate,Clear
ACC-003056,16.0,3,2024-07-01 05:00:00,2024,7,5,Monday,1,0,Hanoi,Highway,Minor,Clear
ACC-009641,17.2,1,2024-07-01 05:00:00,2024,7,5,Monday,1,0,Da Nang,Highway,Minor,Clear
ACC-003057,22.8,1,2025-03-22 18:00:00,2025,3,18,Saturday,0,1,Ho Chi Minh City,Highway,Minor,Clear
ACC-003058,111.0,3,2023-07-15 15:00:00,2023,7,15,Saturday,0,1,Ho Chi Minh City,Intersection,Severe,Clear
ACC-008688,108.5,4,2023-07-15 15:00:00,2023,7,15,Saturday,0,1,Ho Chi Minh City,Intersection,Severe,Clear
ACC-003059,52.1,3,2023-06-03 01:00:00,2023,6,1,Saturday,1,1,Ho Chi Minh City,Highway,Moderate,Storm
ACC-008095,19.8,3,2023-06-03 01:00:00,2023,6,1,Saturday,1,1,Ho Chi Minh City,Highway,Minor,Clear
ACC-019207,13.4,3,2023-06-03 01:00:00,2023,6,1,Saturday,1,1,Hai Phong,Bridge,Minor,Storm
ACC-024424,16.8,3,2023-06-03 01:00:00,2023,6,1,Saturday,1,1,Ho Chi Minh City,Bridge,Minor,Rain
ACC-003060,46.8,3,2025-08-07 00:00:00,2025,8,0,Thursday,1,0,Ho Chi Minh City,Bridge,Moderate,Clear
ACC-003061,110.4,3,2024-11-09 02:00:00,2024,11,2,Saturday,1,1,Ho Chi Minh City,Residential,Severe,Rain
ACC-010574,93.3,4,2024-11-09 02:00:00,2024,11,2,Saturday,1,1,Hanoi,Highway,Severe,Clear
ACC-023584,29.4,4,2024-11-09 02:00:00,2024,11,2,Saturday,1,1,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-003062,26.4,4,2025-04-13 02:00:00,2025,4,2,Sunday,1,1,Hanoi,Highway,Minor,Clear
ACC-003063,46.8,3,2025-02-02 21:00:00,2025,2,21,Sunday,0,1,Hanoi,Highway,Moderate,Clear
ACC-003064,21.0,2,2023-03-13 17:00:00,2023,3,17,Monday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-010801,22.0,2,2023-03-13 17:00:00,2023,3,17,Monday,0,0,Da Nang,Bridge,Minor,Clear
ACC-003066,15.2,1,2025-09-07 07:00:00,2025,9,7,Sunday,0,1,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-010981,17.3,4,2025-09-07 07:00:00,2025,9,7,Sunday,0,1,Ho Chi Minh City,Highway,Minor,Clear
ACC-012386,51.2,1,2025-09-07 07:00:00,2025,9,7,Sunday,0,1,Ho Chi Minh City,Bridge,Moderate,Clear
ACC-003068,52.9,3,2025-01-18 06:00:00,2025,1,6,Saturday,0,1,Nha Trang,Urban Street,Moderate,Rain
ACC-020970,23.2,2,2025-01-18 06:00:00,2025,1,6,Saturday,0,1,Hai Phong,Highway,Minor,Clear
ACC-003069,29.2,4,2025-11-04 19:00:00,2025,11,19,Tuesday,0,0,Ho Chi Minh City,Bridge,Minor,Rain
ACC-011119,16.1,2,2025-11-04 19:00:00,2025,11,19,Tuesday,0,0,Hanoi,Intersection,Minor,Rain
ACC-011238,15.0,3,2025-11-04 19:00:00,2025,11,19,Tuesday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-018308,23.7,2,2025-11-04 19:00:00,2025,11,19,Tuesday,0,0,Hanoi,Highway,Minor,Clear
ACC-003070,157.6,3,2023-08-16 18:00:00,2023,8,18,Wednesday,0,0,Nha Trang,Intersection,Fatal,Rain
ACC-003072,24.0,3,2025-04-24 18:00:00,2025,4,18,Thursday,0,0,Can Tho,Urban Street,Minor,Clear
ACC-009795,88.9,1,2025-04-24 18:00:00,2025,4,18,Thursday,0,0,Hanoi,Highway,Severe,Rain
ACC-003073,18.8,1,2024-12-12 17:00:00,2024,12,17,Thursday,0,0,Nha Trang,Highway,Minor,Clear
ACC-003074,23.1,2,2025-09-24 18:00:00,2025,9,18,Wednesday,0,0,Da Nang,Urban Street,Minor,Clear
ACC-018414,36.9,3,2025-09-24 18:00:00,2025,9,18,Wednesday,0,0,Ho Chi Minh City,Bridge,Moderate,Clear
ACC-023375,14.3,4,2025-09-24 18:00:00,2025,9,18,Wednesday,0,0,Hanoi,Urban Street,Minor,Clear
ACC-003075,21.1,3,2024-03-06 01:00:00,2024,3,1,Wednesday,1,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-024241,11.9,1,2024-03-06 01:00:00,2024,3,1,Wednesday,1,0,Nha Trang,Residential,Minor,Fog
ACC-003076,107.7,4,2023-11-05 20:00:00,2023,11,20,Sunday,0,1,Da Nang,Bridge,Severe,Rain
ACC-003077,16.0,3,2023-02-08 09:00:00,2023,2,9,Wednesday,0,0,Can Tho,Bridge,Minor,Clear
ACC-003079,8.2,2,2023-04-08 07:00:00,2023,4,7,Saturday,0,1,Ho Chi Minh City,Residential,Minor,Clear
ACC-003080,21.8,3,2025-03-11 07:00:00,2025,3,7,Tuesday,0,0,Hanoi,Highway,Minor,Clear
ACC-003082,38.5,4,2023-09-09 01:00:00,2023,9,1,Saturday,1,1,Ho Chi Minh City,Urban Street,Moderate,Clear
ACC-003083,19.1,1,2024-12-15 07:00:00,2024,12,7,Sunday,0,1,Hanoi,Bridge,Minor,Rain
ACC-009398,28.0,3,2024-12-15 07:00:00,2024,12,7,Sunday,0,1,Hai Phong,Residential,Minor,Clear
ACC-011573,23.9,3,2024-12-15 07:00:00,2024,12,7,Sunday,0,1,Ho Chi Minh City,Intersection,Minor,Clear
ACC-003084,21.2,4,2023-01-23 19:00:00,2023,1,19,Monday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-003085,37.6,1,2023-01-03 11:00:00,2023,1,11,Tuesday,0,0,Hanoi,Residential,Moderate,Storm
ACC-003086,115.1,3,2023-01-22 00:00:00,2023,1,0,Sunday,1,1,Hanoi,Highway,Severe,Rain
ACC-004740,22.5,2,2023-01-22 00:00:00,2023,1,0,Sunday,1,1,Ho Chi Minh City,Bridge,Minor,Clear
ACC-003087,21.4,4,2024-12-06 19:00:00,2024,12,19,Friday,0,0,Hanoi,Bridge,Minor,Clear
ACC-009675,35.8,3,2024-12-06 19:00:00,2024,12,19,Friday,0,0,Da Nang,Intersection,Moderate,Clear
ACC-024301,20.8,4,2024-12-06 19:00:00,2024,12,19,Friday,0,0,Can Tho,Bridge,Minor,Rain
ACC-003088,189.4,4,2025-03-22 22:00:00,2025,3,22,Saturday,1,1,Hanoi,Highway,Fatal,Rain
ACC-007721,18.7,1,2025-03-22 22:00:00,2025,3,22,Saturday,1,1,Da Nang,Urban Street,Minor,Rain
ACC-013861,54.2,4,2025-03-22 22:00:00,2025,3,22,Saturday,1,1,Can Tho,Intersection,Severe,Fog
ACC-003090,13.6,3,2024-03-05 10:00:00,2024,3,10,Tuesday,0,0,Ho Chi Minh City,Urban Street,Moderate,Clear
ACC-003091,52.3,2,2024-06-06 18:00:00,2024,6,18,Thursday,0,0,Da Nang,Residential,Severe,Clear
ACC-003092,19.7,2,2025-05-08 13:00:00,2025,5,13,Thursday,0,0,Nha Trang,Intersection,Minor,Clear
ACC-003093,23.5,2,2024-04-15 08:00:00,2024,4,8,Monday,0,0,Nha Trang,Bridge,Minor,Clear
ACC-005991,41.3,1,2024-04-15 08:00:00,2024,4,8,Monday,0,0,Ho Chi Minh City,Urban Street,Moderate,Fog
ACC-003094,112.2,2,2023-09-12 19:00:00,2023,9,19,Tuesday,0,0,Ho Chi Minh City,Highway,Severe,Rain
ACC-003284,23.2,3,2023-09-12 19:00:00,2023,9,19,Tuesday,0,0,Da Nang,Intersection,Minor,Clear
ACC-003095,26.3,4,2024-04-23 00:00:00,2024,4,0,Tuesday,1,0,Da Nang,Bridge,Minor,Clear
ACC-003096,17.8,2,2025-12-01 10:00:00,2025,12,10,Monday,0,0,Hai Phong,Highway,Minor,Clear
ACC-014516,25.4,1,2025-12-01 10:00:00,2025,12,10,Monday,0,0,Ho Chi Minh City,Intersection,Minor,Storm
ACC-017615,29.9,4,2025-12-01 10:00:00,2025,12,10,Monday,0,0,Hanoi,Intersection,Minor,Clear
ACC-003097,24.0,3,2024-11-19 00:00:00,2024,11,0,Tuesday,1,0,Hanoi,Residential,Minor,Clear
ACC-008747,19.8,2,2024-11-19 00:00:00,2024,11,0,Tuesday,1,0,Hanoi,Highway,Minor,Rain
ACC-015757,9.9,1,2024-11-19 00:00:00,2024,11,0,Tuesday,1,0,Hai Phong,Urban Street,Minor,Rain
ACC-003098,21.2,3,2025-04-26 02:00:00,2025,4,2,Saturday,1,1,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-005547,18.7,1,2025-04-26 02:00:00,2025,4,2,Saturday,1,1,Hanoi,Intersection,Minor,Rain
ACC-022274,62.6,1,2025-04-26 02:00:00,2025,4,2,Saturday,1,1,Hanoi,Urban Street,Moderate,Clear
ACC-003099,28.4,1,2024-12-17 17:00:00,2024,12,17,Tuesday,0,0,Hanoi,Highway,Minor,Clear
ACC-006574,47.7,2,2024-12-17 17:00:00,2024,12,17,Tuesday,0,0,Da Nang,Residential,Moderate,Rain
ACC-016051,6.9,1,2024-12-17 17:00:00,2024,12,17,Tuesday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-025321,43.7,1,2024-12-17 17:00:00,2024,12,17,Tuesday,0,0,Ho Chi Minh City,Highway,Moderate,Clear
ACC-003100,12.7,1,2025-04-26 06:00:00,2025,4,6,Saturday,0,1,Nha Trang,Residential,Minor,Clear
ACC-003101,19.5,3,2024-12-08 18:00:00,2024,12,18,Sunday,0,1,Hanoi,Residential,Minor,Clear
ACC-008607,44.0,2,2024-12-08 18:00:00,2024,12,18,Sunday,0,1,Ho Chi Minh City,Bridge,Moderate,Clear
ACC-012043,144.8,1,2024-12-08 18:00:00,2024,12,18,Sunday,0,1,Hai Phong,Bridge,Fatal,Rain
ACC-019437,27.4,2,2024-12-08 18:00:00,2024,12,18,Sunday,0,1,Can Tho,Bridge,Minor,Clear
ACC-003102,26.3,2,2025-04-21 03:00:00,2025,4,3,Monday,1,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-003103,61.1,1,2025-12-05 07:00:00,2025,12,7,Friday,0,0,Ho Chi Minh City,Bridge,Severe,Clear
ACC-003104,83.9,1,2023-06-01 02:00:00,2023,6,2,Thursday,1,0,Hanoi,Highway,Severe,Clear
ACC-003105,34.8,2,2023-02-25 02:00:00,2023,2,2,Saturday,1,1,Ho Chi Minh City,Residential,Moderate,Rain
ACC-008814,22.6,1,2023-02-25 02:00:00,2023,2,2,Saturday,1,1,Ho Chi Minh City,Intersection,Minor,Clear
ACC-011284,57.0,1,2023-02-25 02:00:00,2023,2,2,Saturday,1,1,Ho Chi Minh City,Highway,Moderate,Clear
ACC-015386,20.1,3,2023-02-25 02:00:00,2023,2,2,Saturday,1,1,Hai Phong,Highway,Minor,Fog
ACC-015652,44.0,3,2023-02-25 02:00:00,2023,2,2,Saturday,1,1,Ho Chi Minh City,Bridge,Severe,Clear
ACC-019804,28.9,4,2023-02-25 02:00:00,2023,2,2,Saturday,1,1,Nha Trang,Intersection,Moderate,Fog
ACC-003106,20.6,2,2025-11-11 07:00:00,2025,11,7,Tuesday,0,0,Hanoi,Urban Street,Minor,Clear
ACC-003107,19.6,3,2023-08-27 18:00:00,2023,8,18,Sunday,0,1,Ho Chi Minh City,Highway,Minor,Clear
ACC-015704,18.5,4,2023-08-27 18:00:00,2023,8,18,Sunday,0,1,Ho Chi Minh City,Residential,Minor,Clear
ACC-003108,18.7,1,2025-09-12 11:00:00,2025,9,11,Friday,0,0,Can Tho,Urban Street,Minor,Clear
ACC-003109,94.0,1,2025-07-20 19:00:00,2025,7,19,Sunday,0,1,Hanoi,Urban Street,Severe,Clear
ACC-022121,55.8,1,2025-07-20 19:00:00,2025,7,19,Sunday,0,1,Ho Chi Minh City,Highway,Moderate,Clear
ACC-025619,119.8,1,2025-07-20 19:00:00,2025,7,19,Sunday,0,1,Ho Chi Minh City,Urban Street,Severe,Rain
ACC-003110,13.0,2,2023-08-19 17:00:00,2023,8,17,Saturday,0,1,Ho Chi Minh City,Intersection,Minor,Fog
ACC-008376,21.5,1,2023-08-19 17:00:00,2023,8,17,Saturday,0,1,Hai Phong,Bridge,Minor,Clear
ACC-003111,50.1,1,2023-07-25 02:00:00,2023,7,2,Tuesday,1,0,Ho Chi Minh City,Highway,Moderate,Clear
ACC-018218,21.9,4,2023-07-25 02:00:00,2023,7,2,Tuesday,1,0,Can Tho,Intersection,Minor,Clear
ACC-003112,123.1,2,2025-12-27 23:00:00,2025,12,23,Saturday,1,1,Ho Chi Minh City,Urban Street,Fatal,Rain
ACC-010398,28.6,3,2025-12-27 23:00:00,2025,12,23,Saturday,1,1,Hanoi,Bridge,Minor,Fog
ACC-017962,104.9,3,2025-12-27 23:00:00,2025,12,23,Saturday,1,1,Hai Phong,Bridge,Severe,Clear
ACC-019915,32.0,3,2025-12-27 23:00:00,2025,12,23,Saturday,1,1,Nha Trang,Intersection,Moderate,Clear
ACC-020505,128.7,2,2025-12-27 23:00:00,2025,12,23,Saturday,1,1,Nha Trang,Urban Street,Severe,Rain
ACC-003113,26.1,1,2023-07-03 23:00:00,2023,7,23,Monday,1,0,Nha Trang,Intersection,Minor,Clear
ACC-006020,32.6,4,2023-07-03 23:00:00,2023,7,23,Monday,1,0,Ho Chi Minh City,Bridge,Moderate,Rain
ACC-003114,123.2,2,2024-09-13 19:00:00,2024,9,19,Friday,0,0,Da Nang,Urban Street,Severe,Clear
ACC-003115,57.6,4,2025-09-15 19:00:00,2025,9,19,Monday,0,0,Hai Phong,Intersection,Moderate,Clear
ACC-003116,47.2,1,2024-07-02 23:00:00,2024,7,23,Tuesday,1,0,Da Nang,Highway,Moderate,Clear
ACC-012511,48.5,2,2024-07-02 23:00:00,2024,7,23,Tuesday,1,0,Da Nang,Intersection,Moderate,Rain
ACC-023346,9.7,1,2024-07-02 23:00:00,2024,7,23,Tuesday,1,0,Hanoi,Residential,Minor,Rain
ACC-003117,16.7,3,2023-04-10 08:00:00,2023,4,8,Monday,0,0,Nha Trang,Highway,Minor,Rain
ACC-008601,19.4,2,2023-04-10 08:00:00,2023,4,8,Monday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-014510,46.3,4,2023-04-10 08:00:00,2023,4,8,Monday,0,0,Da Nang,Bridge,Severe,Storm
ACC-003119,22.5,2,2025-06-22 19:00:00,2025,6,19,Sunday,0,1,Nha Trang,Highway,Minor,Rain
ACC-020222,44.4,2,2025-06-22 19:00:00,2025,6,19,Sunday,0,1,Ho Chi Minh City,Intersection,Moderate,Clear
ACC-003120,11.7,1,2024-08-13 00:00:00,2024,8,0,Tuesday,1,0,Da Nang,Bridge,Minor,Clear
ACC-003121,29.6,1,2024-05-22 12:00:00,2024,5,12,Wednesday,0,0,Can Tho,Intersection,Minor,Rain
ACC-018397,36.4,4,2024-05-22 12:00:00,2024,5,12,Wednesday,0,0,Ho Chi Minh City,Residential,Moderate,Clear
ACC-003123,23.4,4,2024-03-15 01:00:00,2024,3,1,Friday,1,0,Hanoi,Highway,Minor,Clear
ACC-003124,11.2,4,2024-10-05 05:00:00,2024,10,5,Saturday,1,1,Hanoi,Intersection,Minor,Rain
ACC-003125,16.8,1,2025-11-20 22:00:00,2025,11,22,Thursday,1,0,Can Tho,Intersection,Minor,Clear
ACC-008802,18.9,4,2025-11-20 22:00:00,2025,11,22,Thursday,1,0,Da Nang,Bridge,Minor,Clear
ACC-015592,35.8,1,2025-11-20 22:00:00,2025,11,22,Thursday,1,0,Hai Phong,Highway,Moderate,Clear
ACC-024515,23.6,1,2025-11-20 22:00:00,2025,11,22,Thursday,1,0,Hanoi,Residential,Minor,Rain
ACC-024782,27.6,1,2025-11-20 22:00:00,2025,11,22,Thursday,1,0,Hanoi,Intersection,Minor,Fog
ACC-003126,25.5,3,2025-12-20 13:00:00,2025,12,13,Saturday,0,1,Da Nang,Highway,Moderate,Clear
ACC-003127,48.2,1,2024-01-17 23:00:00,2024,1,23,Wednesday,1,0,Hai Phong,Bridge,Moderate,Fog
ACC-013615,24.9,3,2024-01-17 23:00:00,2024,1,23,Wednesday,1,0,Hanoi,Residential,Minor,Clear
ACC-025853,9.7,2,2024-01-17 23:00:00,2024,1,23,Wednesday,1,0,Da Nang,Intersection,Minor,Clear
ACC-003129,54.4,1,2025-08-06 18:00:00,2025,8,18,Wednesday,0,0,Can Tho,Highway,Moderate,Clear
ACC-003130,21.1,2,2025-02-06 07:00:00,2025,2,7,Thursday,0,0,Ho Chi Minh City,Bridge,Minor,Clear
ACC-006522,24.3,3,2025-02-06 07:00:00,2025,2,7,Thursday,0,0,Hai Phong,Highway,Minor,Rain
ACC-006689,37.6,4,2025-02-06 07:00:00,2025,2,7,Thursday,0,0,Ho Chi Minh City,Highway,Moderate,Storm
ACC-007077,18.2,4,2025-02-06 07:00:00,2025,2,7,Thursday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-003131,13.7,3,2025-06-22 10:00:00,2025,6,10,Sunday,0,1,Ho Chi Minh City,Intersection,Minor,Clear
ACC-006429,33.2,3,2025-06-22 10:00:00,2025,6,10,Sunday,0,1,Ho Chi Minh City,Highway,Moderate,Clear
ACC-003132,55.8,3,2025-12-22 19:00:00,2025,12,19,Monday,0,0,Da Nang,Highway,Moderate,Rain
ACC-019414,18.4,4,2025-12-22 19:00:00,2025,12,19,Monday,0,0,Da Nang,Bridge,Moderate,Clear
ACC-003133,12.1,4,2025-11-14 20:00:00,2025,11,20,Friday,0,0,Da Nang,Bridge,Minor,Fog
ACC-013343,24.0,2,2025-11-14 20:00:00,2025,11,20,Friday,0,0,Ho Chi Minh City,Bridge,Minor,Clear
ACC-003134,20.3,4,2023-08-09 22:00:00,2023,8,22,Wednesday,1,0,Da Nang,Residential,Minor,Fog
ACC-022964,35.9,1,2023-08-09 22:00:00,2023,8,22,Wednesday,1,0,Hanoi,Urban Street,Moderate,Clear
ACC-003135,43.8,1,2024-11-10 12:00:00,2024,11,12,Sunday,0,1,Hanoi,Urban Street,Moderate,Clear
ACC-022883,73.4,1,2024-11-10 12:00:00,2024,11,12,Sunday,0,1,Hai Phong,Residential,Severe,Rain
ACC-003136,135.3,4,2024-06-09 19:00:00,2024,6,19,Sunday,0,1,Ho Chi Minh City,Bridge,Severe,Rain
ACC-017643,13.7,1,2024-06-09 19:00:00,2024,6,19,Sunday,0,1,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-003137,71.1,3,2025-05-05 02:00:00,2025,5,2,Monday,1,0,Da Nang,Urban Street,Severe,Fog
ACC-006072,49.5,1,2025-05-05 02:00:00,2025,5,2,Monday,1,0,Ho Chi Minh City,Bridge,Moderate,Rain
ACC-003138,50.3,1,2023-09-10 02:00:00,2023,9,2,Sunday,1,1,Hai Phong,Bridge,Moderate,Rain
ACC-009169,27.4,2,2023-09-10 02:00:00,2023,9,2,Sunday,1,1,Ho Chi Minh City,Highway,Minor,Clear
ACC-016745,51.3,2,2023-09-10 02:00:00,2023,9,2,Sunday,1,1,Can Tho,Bridge,Moderate,Clear
ACC-025628,19.9,2,2023-09-10 02:00:00,2023,9,2,Sunday,1,1,Hanoi,Intersection,Severe,Storm
ACC-003139,72.4,4,2023-11-11 15:00:00,2023,11,15,Saturday,0,1,Ho Chi Minh City,Residential,Moderate,Rain
ACC-003140,29.8,2,2023-11-19 07:00:00,2023,11,7,Sunday,0,1,Ho Chi Minh City,Residential,Minor,Clear
ACC-013044,49.5,4,2023-11-19 07:00:00,2023,11,7,Sunday,0,1,Hanoi,Urban Street,Moderate,Clear
ACC-003141,41.0,1,2025-08-10 06:00:00,2025,8,6,Sunday,0,1,Da Nang,Urban Street,Moderate,Clear
ACC-023296,19.1,2,2025-08-10 06:00:00,2025,8,6,Sunday,0,1,Hanoi,Intersection,Minor,Rain
ACC-003145,79.9,3,2023-09-03 05:00:00,2023,9,5,Sunday,1,1,Ho Chi Minh City,Residential,Severe,Clear
ACC-007415,58.2,3,2023-09-03 05:00:00,2023,9,5,Sunday,1,1,Nha Trang,Highway,Moderate,Clear
ACC-020081,99.2,4,2023-09-03 05:00:00,2023,9,5,Sunday,1,1,Hanoi,Urban Street,Severe,Rain
ACC-003147,12.1,4,2025-06-12 15:00:00,2025,6,15,Thursday,0,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-003148,53.2,1,2025-06-11 04:00:00,2025,6,4,Wednesday,1,0,Hanoi,Residential,Moderate,Rain
ACC-003149,7.5,4,2023-08-04 13:00:00,2023,8,13,Friday,0,0,Da Nang,Urban Street,Minor,Rain
