accident_id,accident_datetime,city,road_type,weather,severity,duration_minutes,is_night,vehicles_involved
ACC-007654,2023-06-07 22:00:00,Ho Chi Minh City,Residential,Clear,Severe,69.5,1,1
ACC-007655,2025-02-04 05:00:00,Hai Phong,Bridge,Clear,Moderate,44.3,1,4
ACC-007656,2024-08-01 13:00:00,Ho Chi Minh City,Bridge,Rain,Moderate,48.2,0,1
ACC-007657,2024-02-21 06:00:00,Nha Trang,Highway,Storm,Minor,19.7,0,1
ACC-007658,2023-12-11 17:00:00,Nha Trang,Bridge,Clear,Minor,16.0,0,4
ACC-007659,2024-07-08 19:00:00,Hanoi,Urban Street,Fog,Minor,17.4,0,3
ACC-007660,2024-11-23 04:00:00,Ho Chi Minh City,Intersection,Rain,Severe,77.4,1,4
ACC-007661,2025-11-03 08:00:00,Nha Trang,Intersection,Fog,Moderate,65.2,0,2
ACC-007662,2023-02-09 12:00:00,Ho Chi Minh City,Bridge,Clear,Fatal,108.9,0,1
ACC-007663,2023-07-12 02:00:00,Hanoi,Highway,Rain,Minor,22.2,1,3
ACC-007664,2023-06-07 09:00:00,Can Tho,Highway,Rain,Severe,107.8,0,2
ACC-007665,2024-08-19 18:00:00,Hai Phong,Residential,Clear,Minor,9.9,0,4
ACC-007666,2023-11-18 20:00:00,Da Nang,Residential,Clear,Severe,99.8,0,1
ACC-007667,2024-03-18 20:00:00,Hanoi,Bridge,Storm,Moderate,46.7,0,2
ACC-007668,2024-10-12 18:00:00,Can Tho,Intersection,Rain,Minor,20.5,0,3
ACC-007669,2023-11-06 23:00:00,Ho Chi Minh City,Highway,Fog,Minor,16.3,1,2
ACC-007670,2024-03-17 23:00:00,Ho Chi Minh City,Bridge,Storm,Moderate,29.1,1,4
ACC-007671,2023-05-20 01:00:00,Da Nang,Intersection,Clear,Moderate,41.6,1,4
ACC-007672,2025-06-11 00:00:00,Nha Trang,Highway,Rain,Moderate,59.2,1,2
ACC-007673,2024-01-27 04:00:00,Can Tho,Highway,Rain,Minor,13.9,1,1
ACC-007674,2025-05-25 19:00:00,Hanoi,Urban Street,Clear,Minor,23.3,0,3
ACC-007675,2024-03-03 19:00:00,Nha Trang,Highway,Rain,Minor,23.5,0,4
ACC-007676,2023-04-23 18:00:00,Hanoi,Urban Street,Clear,Moderate,46.4,0,3
ACC-007677,2025-06-13 05:00:00,Ho Chi Minh City,Intersection,Rain,Minor,20.7,1,3
ACC-007678,2025-03-12 06:00:00,Hai Phong,Intersection,Clear,Severe,80.5,0,2
ACC-007679,2023-03-05 01:00:00,Da Nang,Bridge,Clear,Minor,29.7,1,1
ACC-007680,2023-12-20 07:00:00,Hanoi,Intersection,Fog,Moderate,43.9,0,3
ACC-007681,2024-05-02 23:00:00,Hanoi,Urban Street,Storm,Severe,66.0,1,1
ACC-007682,2025-09-19 10:00:00,Ho Chi Minh City,Bridge,Fog,Minor,25.8,0,3
ACC-007683,2025-05-16 00:00:00,Da Nang,Residential,Rain,Minor,18.0,1,3
ACC-007684,2025-10-24 01:00:00,Can Tho,Intersection,Rain,Severe,58.1,1,4
ACC-007685,2025-12-06 00:00:00,Hanoi,Residential,Rain,Minor,16.1,1,4
ACC-007686,2024-08-20 01:00:00,Can Tho,Highway,Clear,Severe,65.8,1,1
ACC-007687,2023-11-27 01:00:00,Da Nang,Residential,Clear,Minor,19.7,1,4
ACC-007688,2023-10-13 19:00:00,Nha Trang,Urban Street,Clear,Moderate,47.6,0,1
ACC-007689,2025-04-13 14:00:00,Ho Chi Minh City,Residential,Clear,Minor,14.3,0,3
ACC-007690,2024-10-07 10:00:00,Hai Phong,Bridge,Clear,Minor,29.7,0,4
ACC-007691,2023-07-06 21:00:00,Hanoi,Bridge,Clear,Minor,19.7,0,1
ACC-007692,2025-07-10 17:00:00,Hanoi,Highway,Clear,Minor,25.9,0,3
ACC-007693,2025-05-03 08:00:00,Hanoi,Bridge,Rain,Moderate,15.7,0,4
ACC-007694,2023-08-04 01:00:00,Da Nang,Intersection,Clear,Fatal,118.2,1,4
ACC-007695,2024-02-18 15:00:00,Ho Chi Minh City,Highway,Clear,Minor,18.7,0,4
ACC-007696,2023-01-17 21:00:00,Ho Chi Minh City,Residential,Clear,Severe,99.6,0,2
ACC-007697,2024-05-21 10:00:00,Hanoi,Residential,Fog,Moderate,39.7,0,2
ACC-007698,2023-03-20 18:00:00,Nha Trang,Bridge,Fog,Minor,22.1,0,2
ACC-007699,2025-09-01 02:00:00,Hanoi,Residential,Rain,Minor,19.4,1,4
ACC-007700,2025-11-10 06:00:00,Hanoi,Urban Street,Clear,Minor,10.3,0,3
ACC-007701,2023-04-27 03:00:00,Hanoi,Bridge,Clear,Minor,17.0,1,1
ACC-007702,2024-04-02 02:00:00,Hanoi,Bridge,Clear,Minor,18.1,1,3
ACC-007703,2024-07-14 18:00:00,Hanoi,Highway,Fog,Severe,114.9,0,1
ACC-007704,2023-03-06 11:00:00,Hai Phong,Urban Street,Clear,Minor,15.2,0,1
ACC-007705,2025-07-10 01:00:00,Da Nang,Intersection,Clear,Minor,22.6,1,1
ACC-007706,2024-11-09 23:00:00,Hai Phong,Intersection,Fog,Moderate,25.5,1,1
ACC-007707,2024-11-22 01:00:00,Da Nang,Highway,Fog,Minor,20.6,1,1
ACC-007708,2025-12-17 12:00:00,Da Nang,Intersection,Clear,Moderate,46.6,0,2
ACC-007709,2025-12-13 07:00:00,Hanoi,Bridge,Clear,Minor,18.8,0,3
ACC-007710,2023-01-05 21:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,26.8,0,3
ACC-007711,2023-07-19 18:00:00,Ho Chi Minh City,Highway,Clear,Moderate,37.0,0,3
ACC-007712,2023-06-06 12:00:00,Hanoi,Urban Street,Clear,Minor,13.8,0,4
ACC-007713,2023-10-25 02:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,6.9,1,1
ACC-007714,2023-12-01 20:00:00,Da Nang,Bridge,Rain,Moderate,67.1,0,4
ACC-007715,2025-11-01 00:00:00,Hanoi,Bridge,Clear,Minor,17.6,1,2
ACC-007716,2025-08-24 01:00:00,Hanoi,Bridge,Rain,Moderate,45.0,1,3
ACC-007717,2024-08-16 19:00:00,Ho Chi Minh City,Urban Street,Rain,Severe,107.0,0,3
ACC-007718,2024-11-18 03:00:00,Ho Chi Minh City,Urban Street,Rain,Moderate,45.0,1,1
ACC-007719,2023-06-18 15:00:00,Ho Chi Minh City,Bridge,Rain,Moderate,31.8,0,3
ACC-007720,2024-09-03 23:00:00,Hanoi,Highway,Fog,Minor,17.3,1,3
ACC-007721,2025-03-22 22:00:00,Da Nang,Urban Street,Rain,Minor,18.7,1,1
ACC-007722,2024-01-17 12:00:00,Nha Trang,Highway,Clear,Severe,89.6,0,2
ACC-007723,2024-02-25 00:00:00,Ho Chi Minh City,Residential,Rain,Severe,78.0,1,2
ACC-007724,2024-10-02 15:00:00,Hanoi,Intersection,Rain,Minor,17.6,0,1
ACC-007725,2024-01-10 22:00:00,Hanoi,Urban Street,Clear,Minor,11.2,1,4
ACC-007726,2024-12-05 00:00:00,Can Tho,Intersection,Fog,Minor,19.9,1,1
ACC-007727,2024-05-07 17:00:00,Da Nang,Residential,Clear,Moderate,22.1,0,4
ACC-007728,2025-03-25 03:00:00,Hanoi,Urban Street,Rain,Minor,12.0,1,4
ACC-007729,2024-03-04 09:00:00,Hanoi,Intersection,Rain,Minor,27.6,0,4
ACC-007730,2024-07-18 22:00:00,Da Nang,Bridge,Storm,Moderate,59.0,1,2
ACC-007731,2025-12-19 00:00:00,Hanoi,Intersection,Rain,Minor,22.0,1,4
ACC-007732,2023-08-27 06:00:00,Hanoi,Highway,Clear,Minor,24.5,0,1
ACC-007733,2025-06-04 03:00:00,Hanoi,Highway,Clear,Minor,14.7,1,2
ACC-007734,2025-01-12 20:00:00,Nha Trang,Residential,Clear,Minor,13.6,0,3
ACC-007735,2024-12-01 17:00:00,Da Nang,Bridge,Clear,Moderate,64.1,0,1
ACC-007736,2025-02-21 01:00:00,Nha Trang,Highway,Rain,Minor,21.6,1,2
ACC-007737,2025-07-20 08:00:00,Nha Trang,Urban Street,Clear,Minor,8.3,0,3
ACC-007738,2025-04-04 07:00:00,Hanoi,Urban Street,Fog,Moderate,60.8,0,1
ACC-007739,2024-09-20 02:00:00,Hai Phong,Highway,Rain,Minor,18.7,1,2
ACC-007740,2025-09-20 02:00:00,Hanoi,Residential,Clear,Minor,17.1,1,2
ACC-007741,2023-12-09 07:00:00,Hanoi,Bridge,Rain,Fatal,182.1,0,3
ACC-007742,2024-12-19 15:00:00,Hanoi,Intersection,Clear,Moderate,60.4,0,2
ACC-007743,2024-01-09 17:00:00,Da Nang,Intersection,Rain,Minor,14.9,0,2
ACC-007744,2023-10-07 01:00:00,Ho Chi Minh City,Highway,Storm,Moderate,46.2,1,4
ACC-007745,2023-01-06 21:00:00,Hai Phong,Intersection,Clear,Moderate,53.9,0,4
ACC-007746,2025-02-01 00:00:00,Can Tho,Highway,Clear,Severe,63.3,1,4
ACC-007747,2023-07-10 18:00:00,Hanoi,Bridge,Clear,Moderate,43.5,0,4
ACC-007748,2024-04-05 22:00:00,Da Nang,Bridge,Clear,Severe,122.2,1,4
ACC-007749,2023-06-26 02:00:00,Hanoi,Highway,Storm,Moderate,34.8,1,4
ACC-007750,2024-05-25 05:00:00,Hanoi,Urban Street,Rain,Minor,19.1,1,4
ACC-007751,2023-08-03 03:00:00,Nha Trang,Intersection,Clear,Moderate,54.7,1,2
ACC-007752,2024-09-24 18:00:00,Hanoi,Highway,Clear,Minor,31.6,0,1
ACC-007753,2025-02-01 20:00:00,Ho Chi Minh City,Intersection,Clear,Minor,16.4,0,4
ACC-007754,2025-10-25 07:00:00,Hai Phong,Bridge,Storm,Minor,13.8,0,4
ACC-007755,2024-07-07 00:00:00,Can Tho,Urban Street,Clear,Minor,29.4,1,3
ACC-007756,2024-10-02 01:00:00,Ho Chi Minh City,Highway,Clear,Minor,21.8,1,4
ACC-007757,2023-02-05 18:00:00,Ho Chi Minh City,Urban Street,Fog,Moderate,56.1,0,3
ACC-007758,2023-08-16 23:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,73.2,1,2
ACC-007759,2024-11-11 13:00:00,Nha Trang,Bridge,Fog,Moderate,54.8,0,1
ACC-007760,2024-09-04 19:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,19.1,0,1
ACC-007761,2025-06-25 13:00:00,Can Tho,Highway,Clear,Minor,19.7,0,1
ACC-007762,2023-12-03 07:00:00,Hanoi,Intersection,Clear,Minor,20.8,0,1
ACC-007763,2025-02-20 23:00:00,Da Nang,Residential,Clear,Minor,27.4,1,4
ACC-007764,2024-03-12 05:00:00,Hanoi,Highway,Rain,Minor,27.2,1,3
ACC-007765,2023-07-07 12:00:00,Hanoi,Urban Street,Clear,Minor,13.3,0,2
ACC-007766,2024-08-12 09:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,51.7,0,1
ACC-007767,2023-10-20 05:00:00,Nha Trang,Highway,Fog,Minor,21.4,1,2
ACC-007768,2024-10-12 02:00:00,Ho Chi Minh City,Highway,Rain,Minor,11.1,1,4
ACC-007769,2023-02-12 17:00:00,Ho Chi Minh City,Residential,Clear,Minor,20.8,0,3
ACC-007770,2024-09-21 04:00:00,Ho Chi Minh City,Residential,Rain,Moderate,55.3,1,2
ACC-007771,2024-05-27 12:00:00,Hai Phong,Bridge,Rain,Minor,10.0,0,2
ACC-007772,2023-06-08 17:00:00,Ho Chi Minh City,Intersection,Clear,Minor,24.9,0,1
ACC-007773,2024-03-19 00:00:00,Hai Phong,Residential,Clear,Minor,17.4,1,2
ACC-007774,2024-08-05 23:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,44.2,1,2
ACC-007775,2025-06-09 13:00:00,Can Tho,Bridge,Clear,Moderate,60.5,0,4
ACC-007776,2024-08-25 17:00:00,Ho Chi Minh City,Residential,Rain,Moderate,14.5,0,1
ACC-007777,2024-06-24 02:00:00,Ho Chi Minh City,Residential,Rain,Fatal,143.2,1,3
ACC-007778,2024-03-12 03:00:00,Ho Chi Minh City,Bridge,Rain,Minor,14.5,1,4
ACC-007779,2023-04-04 20:00:00,Nha Trang,Highway,Storm,Fatal,196.9,0,3
ACC-007780,2025-04-16 17:00:00,Ho Chi Minh City,Residential,Storm,Moderate,28.5,0,3
ACC-007781,2023-03-06 19:00:00,Ho Chi Minh City,Highway,Fog,Minor,14.9,0,4
ACC-007782,2023-02-16 01:00:00,Hai Phong,Urban Street,Clear,Minor,22.8,1,1
ACC-007783,2023-08-21 11:00:00,Hai Phong,Highway,Clear,Minor,8.2,0,1
ACC-007784,2025-01-07 22:00:00,Hanoi,Residential,Clear,Moderate,34.4,1,2
ACC-007785,2023-07-18 19:00:00,Nha Trang,Bridge,Clear,Minor,20.7,0,3
ACC-007786,2023-04-20 04:00:00,Hanoi,Bridge,Clear,Moderate,38.6,1,1
ACC-007787,2025-07-12 17:00:00,Can Tho,Highway,Clear,Minor,19.0,0,2
ACC-007788,2024-02-01 22:00:00,Hai Phong,Intersection,Clear,Moderate,75.0,1,1
ACC-007789,2025-08-24 01:00:00,Hai Phong,Bridge,Clear,Minor,28.0,1,1
ACC-007790,2025-04-19 17:00:00,Nha Trang,Urban Street,Clear,Minor,16.3,0,1
ACC-007791,2023-01-01 18:00:00,Da Nang,Bridge,Fog,Severe,85.3,0,2
ACC-007792,2024-08-13 13:00:00,Nha Trang,Intersection,Clear,Moderate,40.7,0,1
ACC-007793,2023-11-01 18:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,52.7,0,3
ACC-007794,2023-12-06 02:00:00,Hanoi,Urban Street,Rain,Moderate,48.8,1,3
ACC-007795,2023-11-19 00:00:00,Hanoi,Urban Street,Clear,Moderate,40.1,1,4
ACC-007796,2025-06-19 01:00:00,Hai Phong,Highway,Rain,Moderate,37.3,1,1
ACC-007797,2023-12-23 08:00:00,Can Tho,Residential,Clear,Minor,15.4,0,4
ACC-007798,2025-06-12 22:00:00,Hanoi,Residential,Rain,Severe,102.2,1,1
ACC-007799,2023-11-15 08:00:00,Ho Chi Minh City,Residential,Fog,Minor,33.6,0,3
ACC-007800,2023-10-03 13:00:00,Hanoi,Highway,Storm,Minor,12.3,0,1
ACC-007801,2023-04-17 02:00:00,Hai Phong,Residential,Rain,Minor,20.5,1,1
ACC-007802,2024-11-14 11:00:00,Hanoi,Residential,Clear,Minor,22.1,0,2
ACC-007803,2023-02-16 20:00:00,Hanoi,Urban Street,Clear,Minor,25.6,0,3
ACC-007804,2024-01-13 11:00:00,Hai Phong,Highway,Rain,Moderate,63.4,0,2
ACC-007805,2023-08-14 13:00:00,Nha Trang,Intersection,Storm,Minor,18.2,0,1
ACC-007806,2023-11-11 05:00:00,Da Nang,Bridge,Clear,Minor,10.2,1,1
ACC-007807,2024-12-09 20:00:00,Hai Phong,Urban Street,Fog,Minor,27.0,0,1
ACC-007808,2025-04-18 18:00:00,Da Nang,Urban Street,Clear,Moderate,33.5,0,2
ACC-007809,2023-11-08 20:00:00,Da Nang,Highway,Fog,Moderate,57.8,0,4
ACC-007810,2023-05-24 04:00:00,Can Tho,Bridge,Storm,Minor,19.7,1,4
ACC-007811,2023-11-01 18:00:00,Hanoi,Bridge,Rain,Moderate,63.4,0,3
ACC-007812,2024-09-17 17:00:00,Hanoi,Bridge,Rain,Severe,90.3,0,3
ACC-007813,2024-10-02 04:00:00,Hanoi,Highway,Clear,Severe,98.8,1,3
ACC-007814,2024-12-23 00:00:00,Ho Chi Minh City,Bridge,Clear,Minor,23.0,1,1
ACC-007815,2024-09-23 12:00:00,Can Tho,Intersection,Clear,Minor,24.2,0,3
ACC-007816,2025-09-24 02:00:00,Ho Chi Minh City,Residential,Clear,Minor,18.0,1,2
ACC-007817,2025-02-11 10:00:00,Ho Chi Minh City,Intersection,Clear,Moderate,28.6,0,2
ACC-007818,2025-10-12 14:00:00,Hanoi,Bridge,Clear,Minor,32.7,0,4
ACC-007819,2025-06-13 00:00:00,Hanoi,Intersection,Rain,Severe,69.2,1,4
ACC-007820,2025-07-26 01:00:00,Hanoi,Highway,Clear,Minor,28.2,1,1
ACC-007821,2024-05-24 14:00:00,Hai Phong,Intersection,Clear,Minor,5.5,0,2
ACC-007822,2025-08-27 03:00:00,Hanoi,Highway,Rain,Minor,16.4,1,2
ACC-007823,2023-04-19 02:00:00,Can Tho,Intersection,Fog,Fatal,190.1,1,2
ACC-007824,2024-10-08 02:00:00,Da Nang,Bridge,Clear,Minor,20.2,1,2
ACC-007825,2025-03-13 13:00:00,Da Nang,Residential,Clear,Minor,24.0,0,4
ACC-007826,2025-10-10 19:00:00,Hanoi,Bridge,Storm,Minor,16.8,0,3
ACC-007827,2025-12-13 07:00:00,Hanoi,Residential,Clear,Moderate,40.1,0,3
ACC-007828,2025-11-23 00:00:00,Ho Chi Minh City,Urban Street,Rain,Minor,24.4,1,2
ACC-007829,2025-10-06 23:00:00,Hai Phong,Urban Street,Clear,Severe,94.8,1,1
ACC-007830,2025-12-17 10:00:00,Hanoi,Intersection,Clear,Severe,32.0,0,2
ACC-007831,2024-12-27 03:00:00,Hai Phong,Residential,Clear,Moderate,48.7,1,2
ACC-007832,2025-11-12 20:00:00,Ho Chi Minh City,Residential,Clear,Minor,31.6,0,2
ACC-007833,2025-01-06 18:00:00,Hanoi,Highway,Clear,Severe,120.5,0,1
ACC-007834,2023-12-09 12:00:00,Nha Trang,Bridge,Rain,Severe,75.4,0,3
ACC-007835,2025-08-19 13:00:00,Ho Chi Minh City,Highway,Clear,Minor,11.0,0,3
ACC-007836,2025-10-12 18:00:00,Da Nang,Urban Street,Clear,Fatal,142.1,0,2
ACC-007837,2025-08-15 06:00:00,Ho Chi Minh City,Urban Street,Clear,Fatal,211.5,0,3
ACC-007838,2025-10-05 00:00:00,Ho Chi Minh City,Bridge,Rain,Minor,28.3,1,1
ACC-007839,2024-04-07 19:00:00,Hanoi,Highway,Fog,Minor,20.8,0,3
ACC-007840,2025-09-01 17:00:00,Hai Phong,Urban Street,Clear,Moderate,21.1,0,2
ACC-007841,2025-08-03 12:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,21.4,0,2
ACC-007842,2025-03-20 00:00:00,Ho Chi Minh City,Intersection,Clear,Moderate,52.8,1,3
ACC-007843,2024-01-06 10:00:00,Hanoi,Residential,Fog,Severe,80.7,0,4
ACC-007844,2023-08-19 16:00:00,Hai Phong,Residential,Clear,Moderate,35.1,0,1
ACC-007845,2023-10-05 17:00:00,Ho Chi Minh City,Bridge,Clear,Minor,22.9,0,3
ACC-007846,2023-11-17 13:00:00,Nha Trang,Urban Street,Clear,Severe,55.7,0,3
ACC-007847,2024-07-03 20:00:00,Hanoi,Residential,Storm,Moderate,57.6,0,4
ACC-007848,2023-08-26 17:00:00,Ho Chi Minh City,Highway,Clear,Minor,25.8,0,1
ACC-007849,2024-02-14 17:00:00,Ho Chi Minh City,Bridge,Clear,Fatal,150.4,0,1
ACC-007850,2024-06-23 08:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,19.4,0,2
ACC-007851,2025-09-07 12:00:00,Nha Trang,Urban Street,Fog,Fatal,95.4,0,2
ACC-007852,2024-02-22 02:00:00,Ho Chi Minh City,Intersection,Rain,Minor,22.9,1,2
ACC-007853,2025-01-18 00:00:00,Hanoi,Bridge,Clear,Moderate,49.1,1,1
ACC-007854,2023-10-23 06:00:00,Hanoi,Highway,Rain,Minor,15.8,0,4
ACC-007855,2024-06-23 21:00:00,Hanoi,Bridge,Clear,Minor,16.4,0,1
ACC-007856,2025-12-12 12:00:00,Ho Chi Minh City,Residential,Clear,Minor,20.8,0,4
ACC-007857,2023-06-16 20:00:00,Da Nang,Residential,Fog,Minor,30.8,0,1
ACC-007858,2025-12-10 19:00:00,Hanoi,Highway,Storm,Minor,23.7,0,4
ACC-007859,2025-03-15 20:00:00,Da Nang,Highway,Clear,Minor,20.6,0,4
ACC-007860,2024-01-24 01:00:00,Ho Chi Minh City,Residential,Clear,Severe,61.1,1,1
ACC-007861,2023-02-20 10:00:00,Can Tho,Intersection,Clear,Minor,19.3,0,2
ACC-007862,2024-09-16 04:00:00,Da Nang,Intersection,Clear,Minor,18.3,1,3
ACC-007863,2023-08-07 15:00:00,Hanoi,Urban Street,Clear,Fatal,149.6,0,1
ACC-007864,2025-07-13 18:00:00,Can Tho,Intersection,Clear,Moderate,39.7,0,4
ACC-007865,2023-10-15 04:00:00,Da Nang,Urban Street,Storm,Moderate,52.9,1,3
ACC-007866,2023-11-14 12:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,43.2,0,1
ACC-007867,2024-02-11 20:00:00,Nha Trang,Bridge,Clear,Minor,12.9,0,2
ACC-007868,2024-08-07 07:00:00,Ho Chi Minh City,Bridge,Clear,Severe,165.1,0,1
ACC-007869,2025-02-02 20:00:00,Hanoi,Urban Street,Clear,Minor,11.8,0,3
ACC-007870,2025-04-02 18:00:00,Can Tho,Residential,Rain,Minor,14.6,0,3
ACC-007871,2024-10-09 06:00:00,Hai Phong,Intersection,Rain,Moderate,40.1,0,2
ACC-007872,2025-08-25 05:00:00,Da Nang,Bridge,Clear,Moderate,54.5,1,1
ACC-007873,2023-12-07 20:00:00,Da Nang,Residential,Clear,Moderate,40.0,0,4
ACC-007874,2024-05-25 19:00:00,Ho Chi Minh City,Urban Street,Clear,Severe,68.7,0,4
ACC-007875,2025-02-10 18:00:00,Da Nang,Residential,Storm,Minor,20.9,0,3
ACC-007876,2025-11-01 01:00:00,Hanoi,Intersection,Clear,Minor,27.8,1,4
ACC-007877,2024-05-26 17:00:00,Da Nang,Highway,Fog,Moderate,41.8,0,1
ACC-007878,2025-06-02 18:00:00,Hai Phong,Intersection,Clear,Severe,85.9,0,2
ACC-007879,2025-04-20 18:00:00,Ho Chi Minh City,Residential,Clear,Moderate,69.1,0,2
ACC-007880,2025-09-07 02:00:00,Hanoi,Intersection,Storm,Moderate,45.8,1,4
ACC-007881,2024-02-06 01:00:00,Nha Trang,Urban Street,Clear,Moderate,40.7,1,1
ACC-007882,2023-11-02 18:00:00,Hanoi,Highway,Fog,Moderate,13.1,0,1
ACC-007883,2024-05-21 12:00:00,Nha Trang,Intersection,Rain,Severe,70.7,0,1
ACC-007884,2023-08-08 20:00:00,Da Nang,Bridge,Clear,Minor,17.8,0,1
ACC-007885,2024-05-24 11:00:00,Ho Chi Minh City,Intersection,Rain,Moderate,29.3,0,4
ACC-007886,2024-10-03 17:00:00,Hanoi,Highway,Fog,Minor,21.2,0,4
ACC-007887,2023-10-04 07:00:00,Hanoi,Highway,Rain,Minor,24.1,0,3
ACC-007888,2025-05-07 20:00:00,Hai Phong,Bridge,Rain,Minor,20.8,0,1
ACC-007889,2023-08-06 17:00:00,Nha Trang,Residential,Clear,Minor,23.1,0,4
ACC-007890,2025-12-16 01:00:00,Hai Phong,Urban Street,Clear,Moderate,30.3,1,3
ACC-007891,2024-11-14 02:00:00,Can Tho,Urban Street,Clear,Minor,14.4,1,1
ACC-007892,2024-02-16 19:00:00,Hanoi,Highway,Clear,Minor,7.5,0,4
ACC-007893,2024-03-02 00:00:00,Can Tho,Bridge,Clear,Minor,21.8,1,1
ACC-007894,2023-03-14 06:00:00,Ho Chi Minh City,Intersection,Fog,Moderate,39.7,0,2
ACC-007895,2024-09-01 17:00:00,Nha Trang,Residential,Rain,Severe,115.2,0,4
ACC-007896,2024-03-02 13:00:00,Ho Chi Minh City,Residential,Storm,Moderate,65.8,0,4
ACC-007897,2024-09-03 22:00:00,Ho Chi Minh City,Residential,Clear,Moderate,28.6,1,4
ACC-007898,2023-10-02 19:00:00,Hanoi,Intersection,Clear,Severe,104.0,0,4
ACC-007899,2024-12-24 01:00:00,Nha Trang,Intersection,Clear,Severe,112.2,1,4
ACC-007900,2023-11-15 01:00:00,Hanoi,Intersection,Clear,Moderate,83.9,1,3
ACC-007901,2023-01-01 18:00:00,Da Nang,Residential,Rain,Minor,22.5,0,2
ACC-007902,2025-02-20 07:00:00,Ho Chi Minh City,Intersection,Clear,Moderate,52.8,0,4
ACC-007903,2023-10-07 23:00:00,Hanoi,Urban Street,Clear,Minor,18.8,1,3
ACC-007904,2024-02-01 03:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,23.0,1,4
ACC-007905,2023-09-07 22:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,50.9,1,4
ACC-007906,2023-01-25 02:00:00,Hanoi,Residential,Clear,Moderate,45.9,1,4
ACC-007907,2025-10-02 19:00:00,Ho Chi Minh City,Highway,Clear,Minor,24.5,0,4
ACC-007908,2025-07-01 02:00:00,Ho Chi Minh City,Highway,Storm,Fatal,150.8,1,3
ACC-007909,2024-10-25 02:00:00,Hai Phong,Bridge,Clear,Fatal,175.2,1,1
ACC-007910,2024-07-12 20:00:00,Ho Chi Minh City,Intersection,Clear,Minor,27.2,0,4
ACC-007911,2025-01-22 09:00:00,Hanoi,Intersection,Clear,Minor,15.4,0,1
ACC-007912,2024-11-15 01:00:00,Ho Chi Minh City,Residential,Clear,Minor,12.3,1,4
ACC-007913,2024-01-04 01:00:00,Da Nang,Bridge,Clear,Moderate,74.5,1,4
ACC-007914,2025-12-27 22:00:00,Hanoi,Urban Street,Rain,Minor,17.8,1,3
ACC-007915,2025-08-17 12:00:00,Nha Trang,Intersection,Clear,Minor,24.7,0,1
ACC-007916,2025-02-14 19:00:00,Hanoi,Urban Street,Rain,Severe,99.0,0,2
ACC-007917,2025-02-10 00:00:00,Da Nang,Intersection,Fog,Minor,26.3,1,4
ACC-007918,2023-12-20 12:00:00,Hanoi,Urban Street,Clear,Minor,25.7,0,2
ACC-007919,2023-12-15 13:00:00,Ho Chi Minh City,Residential,Clear,Minor,9.4,0,1
ACC-007920,2023-06-12 17:00:00,Hai Phong,Urban Street,Rain,Minor,20.2,0,1
ACC-007921,2024-01-17 18:00:00,Hanoi,Highway,Rain,Minor,13.8,0,3
ACC-007922,2024-12-07 17:00:00,Nha Trang,Residential,Rain,Minor,19.9,0,1
ACC-007923,2024-12-14 19:00:00,Hanoi,Intersection,Clear,Minor,27.3,0,1
ACC-007924,2024-09-03 11:00:00,Can Tho,Intersection,Clear,Severe,60.2,0,3
ACC-007925,2024-09-24 01:00:00,Hanoi,Bridge,Clear,Minor,10.2,1,4
ACC-007926,2025-12-01 20:00:00,Hanoi,Residential,Clear,Minor,31.2,0,4
ACC-007927,2025-05-27 02:00:00,Ho Chi Minh City,Intersection,Rain,Minor,23.5,1,2
ACC-007928,2024-05-16 19:00:00,Can Tho,Intersection,Fog,Minor,20.1,0,2
ACC-007929,2023-08-08 20:00:00,Hai Phong,Bridge,Clear,Moderate,39.1,0,4
ACC-007930,2023-02-06 23:00:00,Ho Chi Minh City,Intersection,Rain,Minor,19.9,1,4
ACC-007931,2024-08-13 01:00:00,Ho Chi Minh City,Highway,Clear,Minor,22.1,1,4
ACC-007932,2024-10-21 15:00:00,Hanoi,Urban Street,Clear,Minor,25.4,0,3
ACC-007933,2024-08-01 01:00:00,Da Nang,Highway,Clear,Moderate,54.7,1,3
ACC-007934,2024-05-03 01:00:00,Ho Chi Minh City,Urban Street,Rain,Minor,10.9,1,2
ACC-007935,2025-01-19 21:00:00,Ho Chi Minh City,Urban Street,Fog,Minor,25.9,0,4
ACC-007936,2025-02-13 23:00:00,Ho Chi Minh City,Residential,Fog,Minor,15.5,1,1
ACC-007937,2023-08-17 21:00:00,Hanoi,Intersection,Fog,Minor,18.8,0,3
ACC-007938,2024-03-27 23:00:00,Da Nang,Residential,Clear,Moderate,71.1,1,1
ACC-007939,2025-08-19 02:00:00,Ho Chi Minh City,Residential,Rain,Moderate,46.8,1,2
